## ABC Rejection algorithm
## Number of simulations: 97722
## Acceptance ratio: 0.001
parameter1	parameter2	distance
2.016811251265269	0.348470674110569	0.08200000000000005
1.9474312445125697	0.3890824461821012	0.08100000000000004
2.024673110205353	0.5280048590395516	0.08500000000000005
2.017209646810769	0.3854814931907766	0.052000000000000025
1.9243423860650521	0.3931275200445936	0.09900000000000006
2.0197745934886058	0.4722115026522147	0.06400000000000003
2.0350579227564647	0.44569082960877116	0.06000000000000003
2.020189865303681	0.4384204450174005	0.03500000000000002
1.9514705700968271	0.4642944393764856	0.08900000000000005
2.021885808570536	0.5696180052156263	0.08400000000000005
2.0880399416700435	0.40994988625788853	0.08600000000000005
2.039092316941462	0.5120334337768042	0.06900000000000002
1.9942612498205126	0.45409830510690075	0.05100000000000002
2.0777722149539835	0.41374383064970166	0.09600000000000006
2.0293022290417984	0.4309931238856315	0.02100000000000001
1.9283558232544107	0.44277741542291293	0.08900000000000005
2.053327608052593	0.410945310219764	0.09600000000000006
1.9936827631184895	0.5150092589906874	0.07900000000000006
2.035932558701903	0.3248694930739773	0.08300000000000007
2.0729317949446457	0.3625795433174017	0.06800000000000003
1.9530154298412294	0.37036222045036227	0.08900000000000002
1.9625702456094696	0.39555333944184556	0.04600000000000001
1.966424730199865	0.34128385535814076	0.08700000000000005
2.045092583471928	0.5338973114674228	0.07200000000000001
2.0567620513912654	0.38649853742627927	0.05100000000000002
2.0156597409605626	0.355796924435396	0.07100000000000004
2.0165556418095276	0.5548571279093628	0.09400000000000006
1.9985776397552768	0.36231839023137	0.04700000000000002
1.9933852729162926	0.33669466456431674	0.061000000000000026
1.96805739706857	0.39401382716839595	0.06400000000000003
1.9491570596453633	0.35692777466415637	0.09600000000000006
2.037764835036733	0.4955497760187717	0.09100000000000004
2.0004292566447957	0.37665849081436664	0.04300000000000002
2.056344026167196	0.3914309257186732	0.06600000000000003
2.04778212586072	0.5152980950080199	0.07500000000000004
1.940567689622299	0.4989913345721386	0.09600000000000006
2.0337090033246907	0.49052242186853623	0.060000000000000005
1.980323304372642	0.4805392490464595	0.07600000000000004
2.0518851929283444	0.41413456115304625	0.04900000000000002
1.9744727823781894	0.41908078950603733	0.06300000000000003
1.9848028454805444	0.5213944671441182	0.07600000000000005
1.9627594855879882	0.46650449524453586	0.07800000000000004
2.086649264107545	0.4304941510707121	0.07400000000000001
2.0420607303212313	0.3450134895248782	0.08600000000000005
2.006777485155389	0.4368054721162058	0.05000000000000002
2.0232807659502727	0.4442505886247745	0.04400000000000002
1.9636263459004821	0.4346627698150207	0.06100000000000003
2.0114078071351282	0.3562521574651689	0.058000000000000024
2.0123915562301375	0.46185327640309803	0.03600000000000002
1.9794403183938059	0.5055814508253798	0.08100000000000004
2.0456199903653727	0.35717588324187344	0.08700000000000005
2.047137875309024	0.5292858118461412	0.08000000000000004
2.002163168080675	0.40771027035516005	0.04600000000000003
1.9875109642038025	0.5546793934373255	0.08900000000000005
1.9396400171846517	0.4171730186714895	0.09900000000000006
1.9241153913938414	0.44159435987849216	0.08300000000000005
2.089242605106736	0.4591776238540406	0.08500000000000005
2.014209335002426	0.35896718497309776	0.047000000000000014
1.9333345739472096	0.40871132957126766	0.08600000000000005
1.9793155845443033	0.5025761048418063	0.07100000000000004
2.053600747273976	0.44792421735309285	0.06600000000000004
1.9895499577403264	0.41784810501001224	0.027000000000000014
1.9556358609200641	0.4537665899432646	0.06000000000000003
1.9486073947658067	0.5097170305671466	0.09300000000000007
2.0036314005198674	0.36533914437024495	0.05300000000000002
2.049275018824146	0.3544663550985794	0.09800000000000006
2.068925647882627	0.3761432148743118	0.05100000000000002
2.0587372977237695	0.4270379532265707	0.06700000000000003
2.006540538257493	0.2936531715284705	0.09300000000000005
2.0226325294114456	0.4674877342412731	0.05300000000000002
2.002442159612736	0.3450611194339177	0.054000000000000034
1.9963392442874928	0.3465777772427818	0.058000000000000024
1.9785163985708731	0.3495861485912881	0.08000000000000004
2.0237259825923393	0.354349486831802	0.05800000000000004
1.9921815760000317	0.3486603855141801	0.06400000000000004
2.0028533341090915	0.4750396398258343	0.062000000000000034
1.9701170314190475	0.4560214103587854	0.07200000000000004
2.048328921491962	0.5171538210220274	0.09400000000000006
2.0327086858940646	0.47746523684354303	0.07900000000000004
2.021645360982316	0.44543565131447593	0.03300000000000002
2.061457182124058	0.3547195667402123	0.09000000000000005
2.037733702190603	0.3876691540731032	0.07600000000000004
1.9552437966830638	0.438837673180259	0.08100000000000004
2.0690000452245916	0.4227198252770876	0.09500000000000006
2.0648519062844173	0.43548716160341194	0.055000000000000035
1.971717733942393	0.4151855996720657	0.06700000000000003
2.0826029524812717	0.4060610693371285	0.08800000000000005
2.022582300644742	0.5704632989282967	0.07900000000000001
1.9621709789795738	0.4124376839715822	0.06400000000000004
2.018391260703536	0.5753112458539291	0.08600000000000006
2.0451693129177384	0.5554071118539474	0.08900000000000005
2.059338893190017	0.5183625971187982	0.09900000000000006
2.0523719915625116	0.39140605978676346	0.07700000000000004
1.970390030304101	0.4858654136018681	0.07700000000000004
2.036283408301669	0.3950793478675003	0.030000000000000013
1.9603449230052505	0.4941646900813885	0.08900000000000007
1.9514091720147841	0.36689668025162825	0.07500000000000001
2.01367840833782	0.38841013944674807	0.05000000000000002
1.9849124415094943	0.5530103774912574	0.08500000000000005
2.013078828841741	0.3343414182862985	0.059000000000000025
